index,name,address,Website,Type,Size,Address,City,State,ZipCode,associates,Profit,True/False
2086,St Bernard's School of Theology and Ministry,"120 French Road, Rochester, New York 14618",www.stbernards.edu,"4-year, Private not-for-profit",124.0,120 French Road, Rochester,York,14618,0,Not-For-Profit,False
2087,St Johns College,"729 E. Carpenter St, Springfield, Illinois 62702",www.st-johns.org/Education/schools/nursing,"4-year, Private not-for-profit",71.0,729 E. Carpenter St, Springfield,Illinois,62702,0,Not-For-Profit,False
2088,St John's College,"1160 Camino Cruz Blanca, Santa Fe, New Mexico 87505-4599",www.stjohnscollege.edu,"4-year, Private not-for-profit",511.0,1160 Camino Cruz Blanca, Santa Fe,Mexico,87505-4599,0,Not-For-Profit,False
2089,St John's College,"60 College Ave, Annapolis, Maryland 21401",www.stjohnscollege.edu,"4-year, Private not-for-profit",562.0,60 College Ave, Annapolis,Maryland,21401,0,Not-For-Profit,False
2090,St Lawrence University,"23 Romoda Drive, Canton, New York 13617",www.stlawu.edu,"4-year, Private not-for-profit",2325.0,23 Romoda Drive, Canton,York,13617,0,Not-For-Profit,False
2091,St Louis College of Pharmacy,"4588 Parkview Pl, Saint Louis, Missouri 63110-1088",www.stlcop.edu,"4-year, Private not-for-profit",1191.0,4588 Parkview Pl, Saint Louis,Missouri,63110-1088,0,Not-For-Profit,False
2092,St Mary's College of Maryland,"18952 E. Fisher Rd, Saint Mary's City, Maryland 20686-3001",www.smcm.edu,"4-year, Public",2068.0,18952 E. Fisher Rd, Saint Mary's City,Maryland,20686-3001,0,Not-For-Profit,False
2093,St Marys University,"One Camino Santa Maria, San Antonio, Texas 78228-8572",www.stmarytx.edu/,"4-year, Private not-for-profit",3889.0,One Camino Santa Maria, San Antonio,Texas,78228-8572,0,Not-For-Profit,False
2094,St Petersburg College,"14025 58th Street North, Clearwater, Florida 33760",www.spcollege.edu,"4-year, primarily associate's, Public",26659.0,14025 58th Street North, Clearwater,Florida,33760,1,Not-For-Profit,True
2095,St Tikhon's Orthodox Theological Seminary,"178 St. Tikhon's Rd., South Canaan, Pennsylvania 18459-0130",www.stots.edu,"4-year, Private not-for-profit",75.0,178 St. Tikhon's Rd., South Canaan,Pennsylvania,18459-0130,0,Not-For-Profit,False
2096,St. Basil College,"195 Glenbrook Rd, Stamford, Connecticut 06902-3099",www.stbasilcollegesem.net,"4-year, Private not-for-profit",9.0,195 Glenbrook Rd, Stamford,Connecticut,06902-3099,0,Not-For-Profit,False
2097,St. Francis College,"180 Remsen St, Brooklyn Heights, New York 11201-9902",www.stfranciscollege.edu,"4-year, Private not-for-profit",2425.0,180 Remsen St, Brooklyn Heights,York,11201-9902,0,Not-For-Profit,False
2098,St. John's Seminary,"5012 Seminary Rd, Camarillo, California 93012-2500",www.stjohnsem.edu,"4-year, Private not-for-profit",79.0,5012 Seminary Rd, Camarillo,California,93012-2500,0,Not-For-Profit,False
2099,St. John's University-New York,"8000 Utopia Pky, Queens, New York 11439",www.stjohns.edu,"4-year, Private not-for-profit",20109.0,8000 Utopia Pky, Queens,York,11439,0,Not-For-Profit,False
2100,St. Mary's Seminary & University,"5400 Roland Ave, Baltimore, Maryland 21210-1994",www.stmarys.edu,"4-year, Private not-for-profit",239.0,5400 Roland Ave, Baltimore,Maryland,21210-1994,0,Not-For-Profit,False
2101,St. Olaf College,"1520 St Olaf Ave, Northfield, Minnesota 55057-1098",www.stolaf.edu,"4-year, Private not-for-profit",3073.0,1520 St Olaf Ave, Northfield,Minnesota,55057-1098,0,Not-For-Profit,False
2102,St. Petersburg Theological Seminary,"10830 Navajo Dr, Saint Petersburg, Florida 33708-3116",www.sptseminary.edu,"4-year, Private not-for-profit",46.0,10830 Navajo Dr, Saint Petersburg,Florida,33708-3116,0,Not-For-Profit,False
2103,Stanford University,"Stanford, California 94305",www.stanford.edu/,"4-year, Private not-for-profit",17833.0,Stanford,,California,94305,0,Not-For-Profit,False
2104,Starr King School for Ministry,"2441 Le Conte AVE, Berkeley, California 94709-1209",www.sksm.edu,"4-year, Private not-for-profit",75.0,2441 Le Conte AVE, Berkeley,California,94709-1209,0,Not-For-Profit,False
2105,Stephen F Austin State University,"1936 North St, Nacogdoches, Texas 75962",www.sfasu.edu,"4-year, Public",12000.0,1936 North St, Nacogdoches,Texas,75962,0,Not-For-Profit,False
2106,Stephens College,"1200 E Broadway, Columbia, Missouri 65215",www.stephens.edu,"4-year, Private not-for-profit",1147.0,1200 E Broadway, Columbia,Missouri,65215,0,Not-For-Profit,False
2107,Sterling College,"16 Sterling Drive, Craftsbury Common, Vermont 05827-0072",www.sterlingcollege.edu,"4-year, Private not-for-profit",99.0,16 Sterling Drive, Craftsbury Common,Vermont,05827-0072,0,Not-For-Profit,False
2108,Sterling College,"125 W. Cooper, Sterling, Kansas 67579",www.sterling.edu,"4-year, Private not-for-profit",653.0,125 W. Cooper, Sterling,Kansas,67579,0,Not-For-Profit,False
2109,Stetson University,"421 N Woodland Blvd, DeLand, Florida 32723",www.stetson.edu,"4-year, Private not-for-profit",3696.0,421 N Woodland Blvd, DeLand,Florida,32723,0,Not-For-Profit,False
2110,Stevens Henager College-Logan,"755 S Main St, Logan, Utah 84321",www.stevenshenager.edu/,"4-year, Private for-profit",225.0,755 S Main St, Logan,Utah,84321,0,For-Profit,False
2111,Stevens Institute of Technology,"Castle Point On Hudson, Hoboken, New Jersey 07030-5991",www.stevens.edu,"4-year, Private not-for-profit",5595.0,Castle Point On Hudson, Hoboken,Jersey,07030-5991,0,Not-For-Profit,False
2112,Stevens-Henager College,"383 W Vine St, Murray, Utah 84123-5671",www.stevenshenager.edu,"4-year, primarily associate's, Private for-profit",876.0,383 W Vine St, Murray,Utah,84123-5671,1,For-Profit,True
2113,Stevens-Henager College of Business-Provo,"1476 South Sandhill Road, Orem, Utah 84058",www.stevenshenager.edu,"4-year, Private for-profit",646.0,1476 South Sandhill Road, Orem,Utah,84058,0,For-Profit,False
2114,Stevens-Henager College-Ogden,"1350 W. 1890 S., West Haven, Utah 84401",stevenshenager.edu,"4-year, primarily associate's, Private for-profit",371.0,1350 W. 1890 S., West Haven,Utah,84401,1,For-Profit,True
2115,Stevenson University,"1525 Greenspring Valley Rd, Stevenson, Maryland 21153-0641",www.stevenson.edu/,"4-year, Private not-for-profit",3409.0,1525 Greenspring Valley Rd, Stevenson,Maryland,21153-0641,0,Not-For-Profit,False
2116,Stillman College,"3601 Stillman Boulevard, Tuscaloosa, Alabama 35403",www.stillman.edu,"4-year, Private not-for-profit",1048.0,3601 Stillman Boulevard, Tuscaloosa,Alabama,35403,0,Not-For-Profit,False
2117,Stonehill College,"320 Washington Street, Easton, Massachusetts 02357-6110",www.stonehill.edu,"4-year, Private not-for-profit",2426.0,320 Washington Street, Easton,Massachusetts,02357-6110,0,Not-For-Profit,False
2118,Stony Brook University,"Stony Brook, New York 11794",www.stonybrook.edu,"4-year, Public",23991.0,Stony Brook, New,York,11794,0,Not-For-Profit,False
2119,Stratford University,"7777 Leesburg Pike, Falls Church, Virginia 22043-2403",www.stratford.edu,"4-year, Private for-profit",1468.0,7777 Leesburg Pike, Falls Church,Virginia,22043-2403,0,For-Profit,False
2120,Strayer University,"1133 15th St NW, Washington, District of Columbia 20005",www.strayer.edu,"4-year, Private for-profit",45491.0,1133 15th St NW, Washington,Columbia,20005,0,For-Profit,False
2121,Suffolk University,"8 Ashburton Pl Beacon Hill, Boston, Massachusetts 02108-2770",www.suffolk.edu,"4-year, Private not-for-profit",9434.0,8 Ashburton Pl Beacon Hill, Boston,Massachusetts,02108-2770,0,Not-For-Profit,False
2122,Sul Ross State University,"400 North Harrison, Alpine, Texas 79832",www.sulross.edu,"4-year, Public",2772.0,400 North Harrison, Alpine,Texas,79832,0,Not-For-Profit,False
2123,Sullivan College of Technology and Design,"3901 Atkinson Square Dr, Louisville, Kentucky 40218",www.sctd.edu,"4-year, primarily associate's, Private for-profit",553.0,3901 Atkinson Square Dr, Louisville,Kentucky,40218,1,For-Profit,True
2124,Sullivan University,"3101 Bardstown Rd, Louisville, Kentucky 40205-3013",www.sullivan.edu,"4-year, primarily associate's, Private for-profit",3347.0,3101 Bardstown Rd, Louisville,Kentucky,40205-3013,1,For-Profit,True
2125,Summit Christian College,"2025 21st Street, Gering, Nebraska 69341",www.summitcc.net,"4-year, Private not-for-profit",41.0,2025 21st Street, Gering,Nebraska,69341,0,Not-For-Profit,False
2126,Sunbridge College,"285 Hungry Hollow Rd, Spring Valley, New York 10977",www.Sunbridge.edu,"4-year, Private not-for-profit",54.0,285 Hungry Hollow Rd, Spring Valley,York,10977,0,Not-For-Profit,False
2127,SUNY at Albany,"1400 Washington Avenue, Albany, New York 12222",www.albany.edu,"4-year, Public",18204.0,1400 Washington Avenue, Albany,York,12222,0,Not-For-Profit,False
2128,SUNY at Binghamton,"Vestal Pky E, Binghamton, New York 13902-6000",www.binghamton.edu,"4-year, Public",14882.0,Vestal Pky E, Binghamton,York,13902-6000,0,Not-For-Profit,False
2129,SUNY at Fredonia,"Central Ave, Fredonia, New York 14063-1136",www.fredonia.edu,"4-year, Public",5573.0,Central Ave, Fredonia,York,14063-1136,0,Not-For-Profit,False
2130,SUNY at Geneseo,"1 College Circle, Geneseo, New York 14454-1465",www.geneseo.edu/,"4-year, Public",5585.0,1 College Circle, Geneseo,York,14454-1465,0,Not-For-Profit,False
2131,SUNY at Purchase College,"735 Anderson Hill Rd, Purchase, New York 10577-1400",www.purchase.edu,"4-year, Public",4251.0,735 Anderson Hill Rd, Purchase,York,10577-1400,0,Not-For-Profit,False
2132,SUNY College at Brockport,"350 New Campus Dr, Brockport, New York 14420-2919",www.brockport.edu,"4-year, Public",8275.0,350 New Campus Dr, Brockport,York,14420-2919,0,Not-For-Profit,False
2133,SUNY College at Buffalo,"1300 Elmwood Ave, Buffalo, New York 14222",www.buffalostate.edu,"4-year, Public",11234.0,1300 Elmwood Ave, Buffalo,York,14222,0,Not-For-Profit,False
2134,SUNY College at Cortland,"Cortland, New York 13045-0900",www.cortland.edu,"4-year, Public",7234.0,Cortland, New,York,13045-0900,0,Not-For-Profit,False
2135,SUNY College at New Paltz,"1 Hawk Drive, New Paltz, New York 12561-2443",www.newpaltz.edu,"4-year, Public",8205.0,1 Hawk Drive, New Paltz,York,12561-2443,0,Not-For-Profit,False
2136,SUNY College at Old Westbury,"223 Store Hill Rd, Old Westbury, New York 11568-0210",WWW.OLDWESTBURY.EDU,"4-year, Public",3505.0,223 Store Hill Rd, Old Westbury,York,11568-0210,0,Not-For-Profit,False
2137,SUNY College at Oneonta,"Ravine Parkway, Oneonta, New York 13820-4015",www.oneonta.edu,"4-year, Public",5757.0,Ravine Parkway, Oneonta,York,13820-4015,0,Not-For-Profit,False
2138,SUNY College at Oswego,"7060 State Route 104, Oswego, New York 13126",www.oswego.edu/,"4-year, Public",8909.0,7060 State Route 104, Oswego,York,13126,0,Not-For-Profit,False
2139,SUNY College at Plattsburgh,"101 Broad Street, Plattsburgh, New York 12901-2681",www.plattsburgh.edu,"4-year, Public",6358.0,101 Broad Street, Plattsburgh,York,12901-2681,0,Not-For-Profit,False
2140,SUNY College at Potsdam,"Pierrepont Ave, Potsdam, New York 13676-2294",www.potsdam.edu,"4-year, Public",4325.0,Pierrepont Ave, Potsdam,York,13676-2294,0,Not-For-Profit,False
2141,SUNY College of Agriculture and Technology at Cobleskill,"Cobleskill, New York 12043",www.cobleskill.edu/,"4-year, primarily associate's, Public",2615.0,Cobleskill, New,York,12043,1,Not-For-Profit,True
2142,SUNY College of Environmental Science and Forestry,"One Forestry Dr., Syracuse, New York 13210",www.esf.edu,"4-year, Public",2523.0,One Forestry Dr., Syracuse,York,13210,0,Not-For-Profit,False
2143,SUNY College of Optometry,"33 West 42nd Street, New York, New York 10036-8003",www.sunyopt.edu,"4-year, Public",303.0,33 West 42nd Street, New York,York,10036-8003,0,Not-For-Profit,False
2144,SUNY College of Technology at Alfred,"Alfred, New York 14802",www.alfredstate.edu,"4-year, primarily associate's, Public",3276.0,Alfred, New,York,14802,1,Not-For-Profit,True
2145,SUNY College of Technology at Canton,"34 Cornell Drive, Canton, New York 13617-1098",www.canton.edu,"4-year, primarily associate's, Public",2970.0,34 Cornell Drive, Canton,York,13617-1098,1,Not-For-Profit,True
2146,SUNY College of Technology at Delhi,"2 Main Street, Delhi, New York 13753-1100",www.delhi.edu,"4-year, primarily associate's, Public",2971.0,2 Main Street, Delhi,York,13753-1100,1,Not-For-Profit,True
2147,SUNY Empire State College,"2 Union Ave, Saratoga Springs, New York 12866-4391",www.esc.edu,"4-year, Public",13614.0,2 Union Ave, Saratoga Springs,York,12866-4391,0,Not-For-Profit,False
2148,SUNY Health Science Center at Brooklyn,"450 Clarkson Ave, Brooklyn, New York 11203-2098",www.downstate.edu/,"4-year, Public",1613.0,450 Clarkson Ave, Brooklyn,York,11203-2098,0,Not-For-Profit,False
2149,SUNY Health Science Center at Syracuse,"750 E Adams St, Syracuse, New York 13210",www.upstate.edu,"4-year, Public",1374.0,750 E Adams St, Syracuse,York,13210,0,Not-For-Profit,False
2150,SUNY Institute of Technology at Utica-Rome,"Horatio Street, Utica, New York 13504-3050",www.sunyit.edu,"4-year, Public",2891.0,Horatio Street, Utica,York,13504-3050,0,Not-For-Profit,False
2151,SUNY Maritime College,"6 Pennyfield Avenue, Throggs Neck, New York 10465-4198",www.sunymaritime.edu,"4-year, Public",1630.0,6 Pennyfield Avenue, Throggs Neck,York,10465-4198,0,Not-For-Profit,False
2152,Susquehanna University,"514 University Ave, Selinsgrove, Pennsylvania 17870-1025",www.susqu.edu,"4-year, Private not-for-profit",2137.0,514 University Ave, Selinsgrove,Pennsylvania,17870-1025,0,Not-For-Profit,False
2153,Swarthmore College,"500 College Ave, Swarthmore, Pennsylvania 19081",www.swarthmore.edu,"4-year, Private not-for-profit",1490.0,500 College Ave, Swarthmore,Pennsylvania,19081,0,Not-For-Profit,False
2154,Swedish Institute College of Health Sciences,"226 W 26th St.,  5th Fl, New York, New York 10001-6700",www.swedishinstitute.edu,"4-year, primarily associate's, Private for-profit",578.0,"226 W 26th St.,  5th Fl", New York,York,10001-6700,1,For-Profit,True
2155,Sweet Briar College,"134 Chapel Drive, Sweet Briar, Virginia 24595-9998",www.sbc.edu,"4-year, Private not-for-profit",828.0,134 Chapel Drive, Sweet Briar,Virginia,24595-9998,0,Not-For-Profit,False
2156,Syracuse University,"Syracuse, New York 13244-1100",syr.edu/,"4-year, Private not-for-profit",19366.0,Syracuse, New,York,13244-1100,0,Not-For-Profit,False
2157,Tabor College,"400 S Jefferson, Hillsboro, Kansas 67063-1799",www.tabor.edu,"4-year, Private not-for-profit",612.0,400 S Jefferson, Hillsboro,Kansas,67063-1799,0,Not-For-Profit,False
2158,Tai Sophia Institute,"7750 Montpelier Road, Laurel, Maryland 20723",WWW.TAI.EDU,"4-year, Private not-for-profit",444.0,7750 Montpelier Road, Laurel,Maryland,20723,0,Not-For-Profit,False
2159,Talladega College,"627 W Battle St, Talladega, Alabama 35160",www.talladega.edu,"4-year, Private not-for-profit",601.0,627 W Battle St, Talladega,Alabama,35160,0,Not-For-Profit,False
2160,Talmudic College of Florida,"1910 Alton Rd, Miami Beach, Florida 33139",talmudicu.edu,"4-year, Private not-for-profit",44.0,1910 Alton Rd, Miami Beach,Florida,33139,0,Not-For-Profit,False
2166,Tarleton State University,"1333 W. Washington, Stephenville, Texas 76401-0000",www.tarleton.edu,"4-year, Public",9633.0,1333 W. Washington, Stephenville,Texas,76401-0000,0,Not-For-Profit,False
2167,Taylor University,"236 W Reade Ave, Upland, Indiana 46989-1001",www.taylor.edu,"4-year, Private not-for-profit",1871.0,236 W Reade Ave, Upland,Indiana,46989-1001,0,Not-For-Profit,False
2168,Taylor University Fort Wayne,"1025 W Rudisill Blvd, Fort Wayne, Indiana 46807-2197",fw.taylor.edu,"4-year, Private not-for-profit",999.0,1025 W Rudisill Blvd, Fort Wayne,Indiana,46807-2197,0,Not-For-Profit,False
2169,Taylor University Graduate School,"236 W Reade Avenue, Upland, Indiana 46989",www.taylor.edu,"4-year, Private not-for-profit",134.0,236 W Reade Avenue, Upland,Indiana,46989,0,Not-For-Profit,False
2170,Teachers College at Columbia University,"525 W 120th St, New York, New York 10027",www.tc.columbia.edu,"4-year, Private not-for-profit",5040.0,525 W 120th St, New York,York,10027,0,Not-For-Profit,False
2171,Teikyo Loretto Heights University,"3001 S Federal Blvd, Denver, Colorado 80236-2711",WWW.TLHU.EDU,"4-year, primarily associate's, Private not-for-profit",381.0,3001 S Federal Blvd, Denver,Colorado,80236-2711,1,Not-For-Profit,True
2173,Temple Baptist College,"11965 Kenn Rd, Cincinnati, Ohio 45240",templebaptist.edu,"4-year, Private not-for-profit",38.0,11965 Kenn Rd, Cincinnati,Ohio,45240,0,Not-For-Profit,False
2174,Temple Baptist Seminary,"1906  Union Avenue, Chattanooga, Tennessee 37404",www.templebaptistseminary.edu,"4-year, Private not-for-profit",173.0,1906  Union Avenue, Chattanooga,Tennessee,37404,0,Not-For-Profit,False
2175,Temple University,"1801 North Broad Street, Philadelphia, Pennsylvania 19122-6096",WWW.TEMPLE.EDU,"4-year, Public",35490.0,1801 North Broad Street, Philadelphia,Pennsylvania,19122-6096,0,Not-For-Profit,False
2176,Tennessee State University,"3500 John Merritt Blvd, Nashville, Tennessee 37209-1561",www.tnstate.edu,"4-year, Public",8254.0,3500 John Merritt Blvd, Nashville,Tennessee,37209-1561,0,Not-For-Profit,False
2177,Tennessee Technological University,"1 William L. Jones Drive, Cookeville, Tennessee 38505-0001",www.tntech.edu,"4-year, Public",10793.0,1 William L. Jones Drive, Cookeville,Tennessee,38505-0001,0,Not-For-Profit,False
2178,Tennessee Temple University,"1815 Union Ave, Chattanooga, Tennessee 37404",www.tntemple.edu,"4-year, Private not-for-profit",716.0,1815 Union Ave, Chattanooga,Tennessee,37404,0,Not-For-Profit,False
2179,Tennessee Wesleyan College,"204 East College Street, Athens, Tennessee 37303",www.twcnet.edu,"4-year, Private not-for-profit",988.0,204 East College Street, Athens,Tennessee,37303,0,Not-For-Profit,False
2180,Texas A & M International University,"5201 University Blvd, Laredo, Texas 78041-1900",TAMIU.EDU,"4-year, Public",5856.0,5201 University Blvd, Laredo,Texas,78041-1900,0,Not-For-Profit,False
2181,Texas A & M University,"College Station, Texas 77843",www.tamu.edu,"4-year, Public",48039.0,College Station,,Texas,77843,0,Not-For-Profit,False
2182,Texas A & M University at Galveston,"200 Seawolf Parkway, Galveston, Texas 77554",www.tamug.edu,"4-year, Public",1612.0,200 Seawolf Parkway, Galveston,Texas,77554,0,Not-For-Profit,False
2183,Texas A & M University-Commerce,"2600 South Neal, Commerce, Texas 75429-3011",www.tamu-commerce.edu,"4-year, Public",8725.0,2600 South Neal, Commerce,Texas,75429-3011,0,Not-For-Profit,False
2184,Texas A & M University-Corpus Christi,"6300 Ocean Dr., Corpus Christi, Texas 78412-5503",www.tamucc.edu,"4-year, Public",9007.0,6300 Ocean Dr., Corpus Christi,Texas,78412-5503,0,Not-For-Profit,False
2185,Texas A & M University-Kingsville,"955 University Blvd, Kingsville, Texas 78363",WWW.TAMUK.EDU,"4-year, Public",7133.0,955 University Blvd, Kingsville,Texas,78363,0,Not-For-Profit,False
2186,Texas A & M University-Texarkana,"2600 N Robison Rd, Texarkana, Texas 75505",www.tamut.edu,"4-year, Public",1666.0,2600 N Robison Rd, Texarkana,Texas,75505,0,Not-For-Profit,False
2187,Texas A&M Health Science Center,"301 Tarrow, 7th Floor, College Station, Texas 77840",tamhsc.edu/,"4-year, Public",1695.0,"301 Tarrow, 7th Floor", College Station,Texas,77840,0,Not-For-Profit,False
2188,Texas Chiropractic College Foundation Inc,"5912 Spencer Hwy, Pasadena, Texas 77505",www.txchiro.edu,"4-year, Private not-for-profit",365.0,5912 Spencer Hwy, Pasadena,Texas,77505,0,Not-For-Profit,False
2189,Texas Christian University,"2800 S University Dr, Fort Worth, Texas 76129",www.tcu.edu,"4-year, Private not-for-profit",8696.0,2800 S University Dr, Fort Worth,Texas,76129,0,Not-For-Profit,False
2190,Texas College,"2404 N. Grand Avenue, Tyler, Texas 75702",www.texascollege.edu,"4-year, Private not-for-profit",736.0,2404 N. Grand Avenue, Tyler,Texas,75702,0,Not-For-Profit,False
2191,Texas College of Traditional Chinese Medicine,"4005 Manchaca Rd, Austin, Texas 78704",www.texastcm.edu,"4-year, Private for-profit",98.0,4005 Manchaca Rd, Austin,Texas,78704,0,For-Profit,False
2192,Texas Lutheran University,"1000 W. Court St, Seguin, Texas 78155-5999",www.tlu.edu,"4-year, Private not-for-profit",1432.0,1000 W. Court St, Seguin,Texas,78155-5999,0,Not-For-Profit,False
2193,Texas Southern University,"3100 Cleburne St, Houston, Texas 77004",www.tsu.edu,"4-year, Public",9102.0,3100 Cleburne St, Houston,Texas,77004,0,Not-For-Profit,False
2194,Texas State University-San Marcos,"601 University Dr, San Marcos, Texas 78666",www.txstate.edu,"4-year, Public",29105.0,601 University Dr, San Marcos,Texas,78666,0,Not-For-Profit,False
2195,Texas Tech University,"Broadway and University Avenue, Lubbock, Texas 79409-5005",www.ttu.edu,"4-year, Public",28422.0,Broadway and University Avenue, Lubbock,Texas,79409-5005,0,Not-For-Profit,False
2196,Texas Tech University Health Sciences Center,"3601 4th Street, Room 3B305A, Lubbock, Texas 79430-8305",www.ttuhsc.edu,"4-year, Public",2904.0,"3601 4th Street, Room 3B305A", Lubbock,Texas,79430-8305,0,Not-For-Profit,False
2197,Texas Wesleyan University,"1201 Wesleyan St, Fort Worth, Texas 76105-1536",www.txwes.edu,"4-year, Private not-for-profit",3202.0,1201 Wesleyan St, Fort Worth,Texas,76105-1536,0,Not-For-Profit,False
2198,Texas Woman's University,"304 Administration Dr, Denton, Texas 76201",WWW.TWU.EDU,"4-year, Public",12465.0,304 Administration Dr, Denton,Texas,76201,0,Not-For-Profit,False
2199,The Art Center Design College-Albuquerque,"5000 Marble NE, Albuquerque, New Mexico 87110",www.theartcenter.EDU,"4-year, Private for-profit",294.0,5000 Marble NE, Albuquerque,Mexico,87110,0,For-Profit,False
2200,The Art Center Design College-Tucson,"2525 N Country Club Rd, Tucson, Arizona 85716",www.theartcenter.edu,"4-year, Private for-profit",355.0,2525 N Country Club Rd, Tucson,Arizona,85716,0,For-Profit,False
2201,The Art Institute of Atlanta,"6600 Peachtree Dunwoody Rd., 100 Embassy Row, Atlanta, Georgia 30328-1635",www.artinstitutes.edu/atlanta,"4-year, Private for-profit",3576.0,"6600 Peachtree Dunwoody Rd., 100 Embassy Row", Atlanta,Georgia,30328-1635,0,For-Profit,False
2204,The Art Institute of California-Hollywood,"3440 Wilshire Blvd 10th Fl, Los Angeles, California 90010-2112",www.aicdc.artinstitutes.edu,"4-year, Private for-profit",918.0,3440 Wilshire Blvd 10th Fl, Los Angeles,California,90010-2112,0,For-Profit,False
2205,The Art Institute of California-Inland Empire,"630 East Brier Drive, San Bernardino, California 92408-2800",www.artinstitutes.edu/inlandempire,"4-year, primarily associate's, Private for-profit",1057.0,630 East Brier Drive, San Bernardino,California,92408-2800,1,For-Profit,True
2206,The Art Institute of California-Los Angeles,"2900 31st St, Santa Monica, California 90405-3035",www.aila.artinstitutes.edu/,"4-year, Private for-profit",2179.0,2900 31st St, Santa Monica,California,90405-3035,0,For-Profit,False
2207,The Art Institute of California-Orange County,"3601 W Sunflower Ave, Santa Ana, California 92704",www.aicaoc.artinstitutes.edu,"4-year, Private for-profit",1727.0,3601 W Sunflower Ave, Santa Ana,California,92704,0,For-Profit,False
2209,The Art Institute of California-San Diego,"7650 Mission Valley Road, San Diego, California 92108-4423",www.artinstitutes.edu/sandiego/,"4-year, Private for-profit",2047.0,7650 Mission Valley Road, San Diego,California,92108-4423,0,For-Profit,False
2210,The Art Institute of California-San Francisco,"1170 Market St, San Francisco, California 94102-4908",www.aicasf.aii.edu,"4-year, Private for-profit",1548.0,1170 Market St, San Francisco,California,94102-4908,0,For-Profit,False
2212,The Art Institute of Charleston,"24 N. Market St, Charleston, South Carolina 29401",www.artinstitutes.edu/charleston,"4-year, Private for-profit",499.0,24 N. Market St, Charleston,Carolina,29401,0,For-Profit,False
2213,The Art Institute of Charlotte,"Three Lakepointe Plaze, 2110 Water Ridge Parkway, Charlotte, North Carolina 28217-4536",www.artinstitutes.edu/charlotte,"4-year, primarily associate's, Private for-profit",1027.0,"Three Lakepointe Plaze, 2110 Water Ridge Parkway", Charlotte,Carolina,28217-4536,1,For-Profit,True
2214,The Art Institute of Colorado,"1200 Lincoln Street, Denver, Colorado 80203-2983",www.aic.artinstitutes.edu,"4-year, Private for-profit",2404.0,1200 Lincoln Street, Denver,Colorado,80203-2983,0,For-Profit,False
2215,The Art Institute of Dallas,"8080 Park Lane #100, Dallas, Texas 75231-5993",www.aid.edu,"4-year, primarily associate's, Private for-profit",1857.0,8080 Park Lane #100, Dallas,Texas,75231-5993,1,For-Profit,True
2216,The Art Institute of Fort Lauderdale Inc,"1799 SE 17th St, Fort Lauderdale, Florida 33316-3000",www.aifl.edu,"4-year, primarily associate's, Private for-profit",3054.0,1799 SE 17th St, Fort Lauderdale,Florida,33316-3000,1,For-Profit,True
2217,The Art Institute of Houston,"1900 Yorktown Street, Houston, Texas 77056-4197",www.aih.aii.edu,"4-year, Private for-profit",1915.0,1900 Yorktown Street, Houston,Texas,77056-4197,0,For-Profit,False
2218,The Art Institute of Indianapolis,"3500 DePauw Blvd Suite 1010, Indianapolis, Indiana 46268",www.aii.edu/indianapolis,"4-year, primarily associate's, Private for-profit",824.0,3500 DePauw Blvd Suite 1010, Indianapolis,Indiana,46268,1,For-Profit,True
2219,The Art Institute of Las Vegas,"2350 Corporate Circle, Henderson, Nevada 89074-7737",www.ailv.artinstitutes.edu,"4-year, Private for-profit",1301.0,2350 Corporate Circle, Henderson,Nevada,89074-7737,0,For-Profit,False
2220,The Art Institute of Michigan,"28125 Cabot Dr Ste 120, Novi, Michigan 48377-2985",www.artinstitutes.edu/detroit/,"4-year, Private for-profit",296.0,28125 Cabot Dr Ste 120, Novi,Michigan,48377-2985,0,For-Profit,False
2221,The Art Institute of Philadelphia,"1622 Chestnut Street, Philadelphia, Pennsylvania 19103-5198",www.artinstitutes.edu/philadelphia/,"4-year, Private for-profit",3689.0,1622 Chestnut Street, Philadelphia,Pennsylvania,19103-5198,0,For-Profit,False
2222,The Art Institute of Phoenix,"2233 W Dunlap Ave, Phoenix, Arizona 85021-2859",www.aipx.aii.edu,"4-year, Private for-profit",1126.0,2233 W Dunlap Ave, Phoenix,Arizona,85021-2859,0,For-Profit,False
2223,The Art Institute of Pittsburgh,"420 Boulevard of the Allies, Pittsburgh, Pennsylvania 15219-1328",artinstitutes.edu/pittsburgh/,"4-year, Private for-profit",2968.0,420 Boulevard of the Allies, Pittsburgh,Pennsylvania,15219-1328,0,For-Profit,False
2224,The Art Institute of Pittsburgh-Online Division,"1400 Penn Avenue, Pittsburgh, Pennsylvania 15222-4332",www.artinstitutes.edu/pittsburgh,"4-year, primarily associate's, Private for-profit",7032.0,1400 Penn Avenue, Pittsburgh,Pennsylvania,15222-4332,1,For-Profit,True
2225,The Art Institute of Portland,"1122 NW Davis St., Portland, Oregon 97209-2911",www.artinstitutes.edu/portland/,"4-year, Private for-profit",1786.0,1122 NW Davis St., Portland,Oregon,97209-2911,0,For-Profit,False
2226,The Art Institute of Raleigh-Durham,"410 Blackwell St, Ste 200, Durham, North Carolina 27701",www.artinstitutes.edu/durham,"4-year, primarily associate's, Private for-profit",110.0,"410 Blackwell St, Ste 200", Durham,Carolina,27701,1,For-Profit,True
